token,frequency,total,idf
dead,112853,5940667,3.9634906087437716
champion,112816,5940667,3.9638185226382943
60,112794,5940667,3.9640135494550996
chosen,112753,5940667,3.964377110047363
words,112708,5940667,3.964776292172853
theatre,112571,5940667,3.9659925619262593
nation,112551,5940667,3.966170243361682
operating,112319,5940667,3.9682336585110143
taught,112225,5940667,3.9690709109469835
destroyed,112137,5940667,3.9698553575512445
capacity,112095,5940667,3.970229969564616
texas,112074,5940667,3.9704173282097583
mexico,111909,5940667,3.971890654576911
holds,111810,5940667,3.9727756934557026
settlement,111660,5940667,3.9741181557327647
britain,111560,5940667,3.975014132855691
applied,111535,5940667,3.9752382526262338
democratic,111523,5940667,3.975345847960287
offer,111469,5940667,3.975830170277281
dr.,111326,5940667,3.9771138617392707
titled,111270,5940667,3.97761701544537
lord,111199,5940667,3.978255306644688
bring,111168,5940667,3.9785341249963393
1948,111046,5940667,3.979632165734168
sons,111017,5940667,3.9798933528762386
justice,111014,5940667,3.97992037612975
principal,110933,5940667,3.980650280148242
creation,110882,5940667,3.9811101228180226
assigned,110757,5940667,3.9822380832695052
corporation,110533,5940667,3.98426257670804
know,110474,5940667,3.9847964964608225
bridge,110352,5940667,3.9859014389260436
facilities,110305,5940667,3.986327439467253
winner,110286,5940667,3.986499703975297
gives,110148,5940667,3.987751779590025
forest,110125,5940667,3.9879606113586354
fight,110115,5940667,3.988051421384125
double,110110,5940667,3.9880968294894794
effort,109961,5940667,3.9894509381432077
develop,109873,5940667,3.9902515422781497
academic,109866,5940667,3.9903152542273475
chinese,109808,5940667,3.9908433094487004
owner,109598,5940667,3.9927575694427464
territory,109596,5940667,3.992775818117437
martin,109530,5940667,3.993378211279324
identified,109428,5940667,3.9943098968754502
receive,109313,5940667,3.9953613688043093
frequently,109311,5940667,3.995379665057237
housing,109286,5940667,3.9956083964680893
a.,109226,5940667,3.996157565406252
estimated,109225,5940667,3.9961667207774796
1961,109187,5940667,3.9965146870099524
expected,109069,5940667,3.997595986140306
marriage,108916,5940667,3.998999752685019
stories,108864,5940667,3.9994772988415828
representative,108854,5940667,3.999569160791509
granted,108826,5940667,3.9998264191538246
creating,108756,5940667,4.000469854754334
editor,108748,5940667,4.000543416619896
account,108712,5940667,4.000874511996783
figure,108629,5940667,4.00163828877185
distance,108626,5940667,4.001665906087909
navy,108517,5940667,4.002669852880162
affairs,108419,5940667,4.003573345215841
dark,108375,5940667,4.003979260514273
1956,108297,5940667,4.004699242822734
split,108279,5940667,4.004865466227372
reduced,108205,5940667,4.005549119549394
unlike,107950,5940667,4.007908538654163
ordered,107883,5940667,4.008529389053797
roles,107834,5940667,4.008983687981028
purpose,107822,5940667,4.009094976329253
teacher,107805,5940667,4.009252656026463
wales,107791,5940667,4.009382528566025
types,107712,5940667,4.010115697046638
allowing,107710,5940667,4.0101342652523
unable,107674,5940667,4.010468551924804
couple,107503,5940667,4.01205794145991
share,107499,5940667,4.01209515041611
achieved,107466,5940667,4.0124021771438025
showed,107452,5940667,4.01253245939117
rule,107438,5940667,4.012662758614212
suggested,107322,5940667,4.013743034375816
succeeded,107157,5940667,4.01528164685117
activity,107065,5940667,4.016140568956799
relatively,106977,5940667,4.016962837529866
products,106934,5940667,4.017364873896199
headquarters,106882,5940667,4.017851273426872
marked,106809,5940667,4.018534502976452
congress,106786,5940667,4.018749863823746
approach,106740,5940667,4.01918072470918
something,106735,5940667,4.0192275686019165
online,106671,5940667,4.01982736431449
host,106603,5940667,4.020465041690112
rate,106603,5940667,4.020465041690112
nations,106577,5940667,4.020708967012646
smith,106483,5940667,4.021591347619977
honor,106455,5940667,4.021854334969923
surface,106327,5940667,4.023057444400606
label,106154,5940667,4.024685825650954
1959,106102,5940667,4.025175800031327
1958,106081,5940667,4.025373742374197
settled,106067,5940667,4.025505725706779
prime,106029,5940667,4.025864054014778
tried,105993,5940667,4.0262036414193485
reason,105970,5940667,4.026420660428235
travel,105875,5940667,4.027317542642761
unknown,105810,5940667,4.027931662698909
covers,105789,5940667,4.028130151350263
greek,105769,5940667,4.028319224796406
ultimately,105767,5940667,4.028338134107352
iii,105674,5940667,4.029217812183005
saint,105623,5940667,4.029700545028152
m.,105503,5940667,4.030837307084196
fine,105479,5940667,4.031064814645064
educated,105360,5940667,4.032193638179954
ministry,105312,5940667,4.032649322854049
growth,105305,5940667,4.032715794221533
voice,105278,5940667,4.032972225178903
train,105257,5940667,4.0331717169505295
journal,105229,5940667,4.033437767900855
extensive,105224,5940667,4.033485284448502
literature,105138,5940667,4.034302922660642
1946,105134,5940667,4.034340968620166
episode,105039,5940667,4.035244985848543
connected,105021,5940667,4.03541636545479
your,104933,5940667,4.036254644364963
hosted,104884,5940667,4.036721718061477
1950,104865,5940667,4.036902886982921
entertainment,104709,5940667,4.03839162154744
sixth,104705,5940667,4.038429823386863
environment,104672,5940667,4.038745044259006
morning,104657,5940667,4.038888359327875
1947,104591,5940667,4.039519189750997
leadership,104573,5940667,4.0396913034994855
goals,104521,5940667,4.040188687461455
technical,104497,5940667,4.040418332756171
paid,104458,5940667,4.04079161887474
deep,104386,5940667,4.041481128775457
look,104209,5940667,4.043178197664746
founding,104074,5940667,4.044474511035542
nominated,103881,5940667,4.046330682374659
existing,103825,5940667,4.046869906098162
louis,103818,5940667,4.046937329512413
performing,103647,5940667,4.048585800712122
1957,103595,5940667,4.049087629502534
latin,103295,5940667,4.051987723371387
exchange,103165,5940667,4.053247047377786
leaders,103096,5940667,4.0539161026288895
wall,102919,5940667,4.055634424533132
port,102852,5940667,4.056285633910234
islands,102817,5940667,4.0566259866161625
pay,102727,5940667,4.0575017115777445
industrial,102708,5940667,4.057686684927506
reports,102549,5940667,4.0592359624849434
test,102451,5940667,4.0601920601187516
hot,102441,5940667,4.060289672519509
1st,102317,5940667,4.061500858555304
rules,102294,5940667,4.06172567540383
oldest,102274,5940667,4.061921209407816
starring,102152,5940667,4.0631147954925995
goes,102084,5940667,4.063780691833232
concept,102075,5940667,4.063868858409339
urban,102074,5940667,4.063878655175428
agency,102061,5940667,4.06400602186921
formation,102036,5940667,4.0642510034233235
energy,101857,5940667,4.066006826781524
entitled,101810,5940667,4.066468364495875
break,101748,5940667,4.067077527505113
joint,101734,5940667,4.067215131814311
designated,101687,5940667,4.067677227673011
45,101635,5940667,4.068188731604054
reviews,101605,5940667,4.068483949083072
1952,101604,5940667,4.068493791166839
asian,101551,5940667,4.069015560271241
positions,101539,5940667,4.069133734479857
estate,101468,5940667,4.069833217777427
kind,101468,5940667,4.069833217777427
bought,101437,5940667,4.0701387794958785
leaves,101411,5940667,4.070395129079236
defeat,101334,5940667,4.07115470395114
br,101241,5940667,4.072072882468071
critics,101212,5940667,4.072359368716221
necessary,101183,5940667,4.072645937062262
confirmed,101081,5940667,4.073654519989985
protection,100937,5940667,4.075080135770644
specifically,100773,5940667,4.0767062330007
value,100766,5940667,4.0767756984639885
agreement,100687,5940667,4.0775600005498305
girl,100680,5940667,4.077629525347864
engineering,100622,5940667,4.078205773985284
pass,100492,5940667,4.079498573274305
zealand,100460,5940667,4.079817057293081
felt,100387,5940667,4.080543978812591
global,100263,5940667,4.081779962025008
broke,100176,5940667,4.082648056612024
consisted,100161,5940667,4.0827978042874715
stations,100107,5940667,4.083337081668867
1955,100087,5940667,4.08353688785753
alternative,99984,5940667,4.084566522428253
representing,99879,5940667,4.085617242267944
allows,99862,5940667,4.085787462703819
communities,99823,5940667,4.086178077927756
becomes,99574,5940667,4.088675609279095
candidate,99382,5940667,4.0906056848697085
reasons,99227,5940667,4.092166540938352
firm,99212,5940667,4.092317720898224
representatives,99121,5940667,4.0932353695637085
mayor,99081,5940667,4.093638998190493
performances,99071,5940667,4.093739930807964
situation,98884,5940667,4.0956292496493685
1940,98866,5940667,4.095811297690326
memorial,98855,5940667,4.095922565588135
1939,98853,5940667,4.095942797445218
supporting,98850,5940667,4.095973145998354
begins,98782,5940667,4.096661293693903
sides,98641,5940667,4.098089698935177
elections,98570,5940667,4.098809739937631
contributed,98543,5940667,4.099083694473038
ship,98493,5940667,4.099591215952091
s.,98465,5940667,4.099875540530819
albums,98360,5940667,4.100942478266988
1944,98341,5940667,4.101135664880773
2nd,98315,5940667,4.1014000860034585
teaching,98244,5940667,4.102122515432668
note,98151,5940667,4.103069586457401
ways,98131,5940667,4.103273374884962
receiving,98066,5940667,4.103935974235392
1949,98041,5940667,4.104190937088686
1954,98001,5940667,4.104599012914836
politics,97984,5940667,4.104772495579761
permanent,97909,5940667,4.105538219762499
visit,97902,5940667,4.105609717277991
paper,97855,5940667,4.106089904458047
virginia,97810,5940667,4.106549874312577
camp,97752,5940667,4.107143036600758
chart,97708,5940667,4.1075932566022235
knowledge,97668,5940667,4.108002723482074
reference,97564,5940667,4.1090681226977495
scientific,97542,5940667,4.109293641134838
losing,97540,5940667,4.109314145333073
commissioned,97483,5940667,4.10989869178783
deputy,97455,5940667,4.110185962614375
equipment,97414,5940667,4.110606758129362
iran,97411,5940667,4.110637554998349
impact,97371,5940667,4.111048270573323
attempts,97310,5940667,4.111674936781082
say,97271,5940667,4.112075798124401
florida,97103,5940667,4.113804424811449
asia,97015,5940667,4.114711089891744
rose,97005,5940667,4.114814172048313
1950s,96957,5940667,4.115309114366704
effects,96916,5940667,4.115732071669797
containing,96903,5940667,4.11586621744518
peace,96888,5940667,4.11602102339623
notes,96827,5940667,4.116650814605132
holding,96723,5940667,4.117725472419743
simple,96612,5940667,4.118873738509135
1953,96513,5940667,4.1198989813173865
w.,96294,5940667,4.122170684047905
focused,96258,5940667,4.122544609017986
shared,96023,5940667,4.124988949509313
golden,95936,5940667,4.125895393134846
birth,95894,5940667,4.126333280854923
basic,95827,5940667,4.127032213186045
letter,95703,5940667,4.1283270496850255
portion,95701,5940667,4.12834794788987
origin,95691,5940667,4.128452445465622
fields,95676,5940667,4.12860921230662
incorporated,95666,5940667,4.128713737188864
dropped,95404,5940667,4.131456189318548
problem,95346,5940667,4.132064315156425
visited,95324,5940667,4.132295080353861
claims,95237,5940667,4.133208173862445
refused,95179,5940667,4.133817366386117
feet,95144,5940667,4.134185162190035
doing,95144,5940667,4.134185162190035
1942,95099,5940667,4.134658241366028
slightly,94967,5940667,4.136047232781876
successfully,94952,5940667,4.136205194860775
prevent,94885,5940667,4.136911063609037
prince,94871,5940667,4.137058621525787
read,94830,5940667,4.137490880719343
defense,94820,5940667,4.137596338141007
begin,94806,5940667,4.137743997217562
theory,94769,5940667,4.13813434405095
speed,94740,5940667,4.138440398119373
perform,94648,5940667,4.139411948663618
organizations,94633,5940667,4.139570443177398
transport,94610,5940667,4.139813516898626
represent,94607,5940667,4.139845226523028
resources,94524,5940667,4.140722925105791
someone,94490,5940667,4.141082686820445
meant,94476,5940667,4.141230861624648
hands,94457,5940667,4.141431991126261
digital,94383,5940667,4.142215723426491
increasing,94184,5940667,4.144326379839083
partner,94181,5940667,4.144358232890343
frank,94097,5940667,4.1452505305095375
1941,94089,5940667,4.145335552774795
workers,94077,5940667,4.14546309972819
commander,94036,5940667,4.145899007939203
determined,93980,5940667,4.146494701940309
farm,93940,5940667,4.1469204150161305
attempted,93927,5940667,4.147058810796344
mass,93880,5940667,4.147559324632156
heavily,93576,5940667,4.150802755266573
employed,93507,5940667,4.151540395812519
1951,93502,5940667,4.151593869174778
columbia,93488,5940667,4.151743609802898
refers,93396,5940667,4.152728177849728
setting,93349,5940667,4.153231538057416
usa,93290,5940667,4.15386377464211
parish,93262,5940667,4.154163959043352
invited,93251,5940667,4.1542819132879645
figures,93216,5940667,4.154657314837955
computer,93212,5940667,4.154700226846887
stay,93112,5940667,4.155773625975304
derived,93098,5940667,4.155923993839827
interview,93046,5940667,4.156482701091767
titles,93002,5940667,4.156955697316617
lot,92981,5940667,4.1571815244092996
captured,92971,5940667,4.1572890790471595
actress,92848,5940667,4.158612948166727
irish,92705,5940667,4.160154287065162
retirement,92627,5940667,4.160996019789197
treatment,92566,5940667,4.161654792012834
opposed,92508,5940667,4.1622815683498535
clubs,92472,5940667,4.1626707996230135
sense,92449,5940667,4.162919554497998
choice,92445,5940667,4.162962822532663
quite,92382,5940667,4.163644541139142
officers,92357,5940667,4.163915193249987
existence,92350,5940667,4.16399098896973
southeast,92264,5940667,4.164922662691342
want,92199,5940667,4.165627411098234
francisco,92149,5940667,4.166169863429976
effective,92114,5940667,4.166549755219657
ending,92110,5940667,4.166593180614835
says,92089,5940667,4.166821194883001
vote,92065,5940667,4.167081846295796
reserve,92001,5940667,4.167777249059795
stadium,91987,5940667,4.167929432898165
powerful,91909,5940667,4.168777738513051
let,91865,5940667,4.169256587543281
worldwide,91825,5940667,4.169692103909248
drive,91737,5940667,4.170650908092484
consisting,91640,5940667,4.1717088380296845
decades,91599,5940667,4.172156341025054
boy,91575,5940667,4.172418386950101
van,91467,5940667,4.17359844412313
alexander,91424,5940667,4.1740686695666165
distribution,91378,5940667,4.17457194634664
northwest,91346,5940667,4.1749222013796645
basketball,91327,5940667,4.175130223365054
e.,91320,5940667,4.1752068739533845
solo,91272,5940667,4.175732636320911
articles,91214,5940667,4.17636830154403
rise,91196,5940667,4.176565659145679
heritage,91168,5940667,4.176872737299481
classic,91124,5940667,4.177355479283271
acts,91110,5940667,4.177509127889212
h.,91086,5940667,4.177772580436346
occupied,91025,5940667,4.178442501553482
needs,91020,5940667,4.178497433026483
fame,90981,5940667,4.178926002106839
store,90864,5940667,4.180212812479902
developing,90834,5940667,4.180543030757183
entirely,90781,5940667,4.181126683005119
fighting,90751,5940667,4.1814572032469846
joining,90713,5940667,4.181876019106388
claim,90692,5940667,4.182107545250583
planning,90648,5940667,4.182592821536714
product,90542,5940667,4.183762864167023
abandoned,90531,5940667,4.183884362126559
twelve,90483,5940667,4.184414707858105
versions,90455,5940667,4.184724206141754
earth,90359,5940667,4.185786070920151
1943,90276,5940667,4.186705051248894
maintained,90223,5940667,4.187292312137023
highway,90214,5940667,4.187392069947311
marine,90176,5940667,4.187813379338764
publication,90120,5940667,4.188434580050935
closely,90018,5940667,4.189567045282048
girls,90006,5940667,4.189700360840171
bachelor,89960,5940667,4.190211568523864
notably,89889,5940667,4.191001119799528
tradition,89887,5940667,4.191023369710529
mountains,89870,5940667,4.191212513944698
regions,89825,5940667,4.191713362615396
onto,89825,5940667,4.191713362615396
ends,89778,5940667,4.192236739185642
converted,89743,5940667,4.192626665717284
bar,89681,5940667,4.193317766154992
vice,89649,5940667,4.193674650115732
comedy,89640,5940667,4.193775046682253
table,89510,5940667,4.195226344732132
serious,89494,5940667,4.195405111687536
method,89441,5940667,4.195997505590908
analysis,89386,5940667,4.196612625251073
scotland,89348,5940667,4.197037838143669
authorities,89336,5940667,4.197172153471488
floor,89265,5940667,4.197967221850054
facility,89248,5940667,4.1981576841699
establishment,89238,5940667,4.198269737776464
dance,89173,5940667,4.198998392432016
entry,89114,5940667,4.199660246657548
cemetery,89063,5940667,4.2002327111326805
d.,89059,5940667,4.20027762416982
contained,88999,5940667,4.20095156190102
aged,88951,5940667,4.20149103929539
reaching,88930,5940667,4.20172715220343
greatest,88807,5940667,4.203111219894855
tom,88786,5940667,4.203347715703788
income,88768,5940667,4.203550470922613
opportunity,88568,5940667,4.205806077057813
nothing,88554,5940667,4.2059641601872855
classes,88550,5940667,4.206009331386136
regarding,88471,5940667,4.206901880916922
follow,88450,5940667,4.207139275009185
1936,88436,5940667,4.207297569052006
finish,88376,5940667,4.207976256045005
trying,88354,5940667,4.208225223397618
1938,88257,5940667,4.209323682833933
sites,88206,5940667,4.209901707705095
relations,88199,5940667,4.2099810705349885
ice,88171,5940667,4.21029858485415
rare,88085,5940667,4.2112744382358756
villages,88023,5940667,4.211978551649934
500,88017,5940667,4.212046717975795
possibly,88016,5940667,4.212058079481877
wood,87965,5940667,4.212637687523969
guest,87865,5940667,4.2137751499681695
judge,87742,5940667,4.215176005516235
proved,87737,5940667,4.215232992392173
defined,87649,5940667,4.2162364933259395
avoid,87598,5940667,4.216818528983494
approved,87534,5940667,4.217549406297166
offices,87533,5940667,4.217560830494759
boys,87490,5940667,4.218052194496806
pennsylvania,87480,5940667,4.218166499806412
champions,87433,5940667,4.218703909846045
code,87328,5940667,4.2199055510890515
troops,87315,5940667,4.220054426223171
sales,87280,5940667,4.220455354090164
lee,87252,5940667,4.220776212159059
audience,87247,5940667,4.220833519077739
graduate,87222,5940667,4.221120102942736
hotel,87178,5940667,4.221624690109405
influenced,87130,5940667,4.222175439371783
locations,87080,5940667,4.222749459248632
function,87015,5940667,4.223496178028841
soldiers,86912,5940667,4.224680583118803
why,86883,5940667,4.225014309638774
ranked,86821,5940667,4.225728167726474
officials,86787,5940667,4.226119854750513
weekly,86662,5940667,4.227561200871164
80,86653,5940667,4.227665058009992
examples,86610,5940667,4.2281614132720255
males,86424,5940667,4.230311280600295
safety,86424,5940667,4.230311280600295
jack,86279,5940667,4.231990464332725
am,86259,5940667,4.232222297321279
opposition,86256,5940667,4.232257076905666
briefly,86246,5940667,4.232373017590541
sought,86245,5940667,4.232384612398387
god,86183,5940667,4.233103753172182
dutch,86168,5940667,4.23327781656651
matter,86166,5940667,4.233301027308443
standing,86047,5940667,4.234683037016657
producing,86025,5940667,4.234938743931435
grade,85990,5940667,4.235345685192174
importance,85914,5940667,4.236229899695055
promote,85825,5940667,4.237266356271223
parties,85791,5940667,4.237662589727834
sign,85748,5940667,4.23816393345609
perhaps,85733,5940667,4.2383388799520665
normal,85564,5940667,4.240312061675421
bureau,85279,5940667,4.243648461344995
wing,85221,5940667,4.244328813277397
independence,85136,5940667,4.245326717760966
laid,85129,5940667,4.245408942528287
educational,84996,5940667,4.246972499055493
agent,84928,5940667,4.247772856905237
exist,84905,5940667,4.248043711216715
elizabeth,84866,5940667,4.248503153650182
theme,84853,5940667,4.2486563480482795
females,84793,5940667,4.249363703394138
establish,84720,5940667,4.250224994321828
tower,84710,5940667,4.25034303717152
jr.,84669,5940667,4.250827158589178
connection,84430,5940667,4.253653906933571
sciences,84399,5940667,4.2540211424244925
1920,84394,5940667,4.254080386587479
typical,84322,5940667,4.254933891938136
northeast,84254,5940667,4.255740649764733
municipal,84249,5940667,4.255799995889152
1937,84242,5940667,4.25588308638068
engaged,84209,5940667,4.256274891717807
fought,84197,5940667,4.2564174044551235
platform,84190,5940667,4.256500546265406
boston,84178,5940667,4.256643091167292
distinguished,84143,5940667,4.257058963227278
mount,84129,5940667,4.2572253604892385
actions,84107,5940667,4.257486897854908
write,84098,5940667,4.257593910131696
challenge,84096,5940667,4.2576176921928885
piece,84093,5940667,4.257653366345186
bronze,84091,5940667,4.257677149820428
soviet,84052,5940667,4.2581410406835545
merged,83963,5940667,4.259200470000275
carry,83900,5940667,4.259951082141819
format,83895,5940667,4.260010678673318
recognition,83869,5940667,4.26032063790424
trial,83858,5940667,4.260451803429358
bad,83838,5940667,4.260690330288614
southwest,83812,5940667,4.261000500288118
regarded,83793,5940667,4.261227223835522
enter,83790,5940667,4.261263026989784
looking,83720,5940667,4.26209879803718
3rd,83611,5940667,4.263401605232705
regularly,83517,5940667,4.264526491666002
broken,83504,5940667,4.264682160713922
r.,83493,5940667,4.264813899607625
damage,83471,5940667,4.265077429471876
maximum,83414,5940667,4.265760534630715
height,83364,5940667,4.266360134116235
content,83312,5940667,4.266984099194436
scheduled,83255,5940667,4.267668508497899
edge,83235,5940667,4.267908763169005
promotion,83205,5940667,4.268269253439672
t,83205,5940667,4.268269253439672
draw,83170,5940667,4.268689989734383
grant,83120,5940667,4.269291348824007
victoria,83092,5940667,4.269628267942541
box,83080,5940667,4.269772696607068
generation,83059,5940667,4.270025496974372
pressure,83033,5940667,4.270338576475039
getting,83006,5940667,4.27066380127449
stand,82998,5940667,4.270760184494246
35,82992,5940667,4.270832478005935
condition,82955,5940667,4.271278403519661
toward,82905,5940667,4.271881321661644
premier,82901,5940667,4.2719295708203076
1930,82899,5940667,4.271953696272662
heard,82885,5940667,4.2721225907381495
category,82883,5940667,4.272146720847702
hundred,82859,5940667,4.27243632758791
falls,82858,5940667,4.272448396355749
internal,82779,5940667,4.273402289579971
letters,82772,5940667,4.273486855665396
chose,82736,5940667,4.273921879961113
races,82726,5940667,4.274042753636183
easily,82590,5940667,4.2756880877923535
metal,82579,5940667,4.27582128469996
doctor,82578,5940667,4.275833394389529
revolution,82477,5940667,4.277057229021697
materials,82402,5940667,4.2779669871494495
towns,82315,5940667,4.279023344514994
trained,82273,5940667,4.2795337098017905
oil,82084,5940667,4.2818335824364615
transfer,82070,5940667,4.282004153973359
c,82057,5940667,4.2821625678848685
rich,82036,5940667,4.282418520303493
protect,82031,5940667,4.282479471012673
zone,82023,5940667,4.282576999875198
secret,82023,5940667,4.282576999875198
survived,82002,5940667,4.282833058404261
occurs,81932,5940667,4.28368706067657
lady,81890,5940667,4.284199812332882
interior,81841,5940667,4.284798355082427
improve,81653,5940667,4.287098134681199
additionally,81566,5940667,4.28816418714126
arrested,81552,5940667,4.288335842017293
learning,81527,5940667,4.28864244188847
expressed,81404,5940667,4.2901522837646775
sun,81374,5940667,4.290520883948236
citizens,81346,5940667,4.290865033410826
believe,81287,5940667,4.291590593445854
fans,81266,5940667,4.291848970715013
scott,81234,5940667,4.292242816873951
1935,81179,5940667,4.292920102585099
etc,81145,5940667,4.293339017847134
passing,81103,5940667,4.293856743809095
draft,81027,5940667,4.29479426315242
70,80971,5940667,4.29548562974004
carolina,80971,5940667,4.29548562974004
background,80951,5940667,4.295732662263128
collected,80739,5940667,4.298354965701614
mile,80727,5940667,4.298503603805265
block,80714,5940667,4.298664653353126
castle,80534,5940667,4.300897240110997
freedom,80504,5940667,4.301269822983947
supply,80499,5940667,4.301331933627868
beach,80460,5940667,4.301816529093337
languages,80451,5940667,4.3019283921730445
bishop,80373,5940667,4.302898396726045
expansion,80350,5940667,4.303184603431458
apart,80336,5940667,4.303358856322629
pair,80287,5940667,4.303968980669953
resigned,80199,5940667,4.305065649648177
institutions,80182,5940667,4.305277644835433
airport,80127,5940667,4.305963819687226
arms,80108,5940667,4.306200971371802
pop,80096,5940667,4.306350780365616
introduction,80028,5940667,4.30720012217681
finishing,80018,5940667,4.307325086249802
andrew,80000,5940667,4.3075500609410975
faced,79924,5940667,4.308500512477093
brief,79907,5940667,4.30871323716835
aircraft,79891,5940667,4.3089134899882024
classical,79890,5940667,4.308926007121029
al,79684,5940667,4.311507882795442
think,79642,5940667,4.312035103725772
reading,79539,5940667,4.313329228205138
image,79517,5940667,4.313605860336467
brazil,79506,5940667,4.313744205104425
adult,79499,5940667,4.3138322526501565
moth,79442,5940667,4.314549499961343
flight,79438,5940667,4.314599852428624
lieutenant,79424,5940667,4.314776106032837
search,79386,5940667,4.31525466532665
journalist,79286,5940667,4.316515127326747
shape,79222,5940667,4.3173226575899255
hired,79202,5940667,4.3175751445881865
conflict,79162,5940667,4.318080309914278
causing,79149,5940667,4.318244543606558
mike,79025,5940667,4.319812437513298
failure,79022,5940667,4.319850400903939
stating,79021,5940667,4.319863055687764
plants,79020,5940667,4.3198757106317345
crew,78989,5940667,4.320268093349146
adjacent,78977,5940667,4.320420024777721
stands,78908,5940667,4.321294078733357
dates,78832,5940667,4.322257689813372
sport,78815,5940667,4.322473361536473
legislative,78771,5940667,4.323031786791806
contact,78761,5940667,4.3231587451242515
1929,78676,5940667,4.324238542227333
describes,78673,5940667,4.324276674023536
armed,78627,5940667,4.324861543715987
aired,78593,5940667,4.325294058669937
calling,78582,5940667,4.325434030039658
65,78527,5940667,4.3261341809189435
distributed,78506,5940667,4.326401640626459
question,78500,5940667,4.326478070826616
color,78474,5940667,4.326809335879909
otherwise,78400,5940667,4.327752768258617
netherlands,78357,5940667,4.328301388110726
fort,78334,5940667,4.328594959536847
try,78281,5940667,4.329271778513615
90,78234,5940667,4.329872359945589
prison,78223,5940667,4.3300129736607715
methods,78154,5940667,4.330895456436089
1928,78032,5940667,4.332457696647283
joe,78026,5940667,4.332534591135267
injury,77972,5940667,4.33322690773108
peak,77922,5940667,4.333868369258971
aid,77650,5940667,4.337365146020283
pieces,77632,5940667,4.337596982293395
improved,77604,5940667,4.337957723362523
household,77556,5940667,4.3385764395462205
seventh,77533,5940667,4.338873043433906
1919,77458,5940667,4.339840841639659
combination,77451,5940667,4.339931217279613
domestic,77422,5940667,4.340305717681089
centuries,77392,5940667,4.340693279534352
actual,77382,5940667,4.34082250020467
corner,77271,5940667,4.342257972119995
details,77257,5940667,4.342439169055674
decade,77218,5940667,4.342944105140201
architect,77182,5940667,4.3434104263921745
volume,77081,5940667,4.344719878618978
concluded,77015,5940667,4.345576487538558
scottish,76991,5940667,4.345888163709542
really,76937,5940667,4.346589790472903
1934,76866,5940667,4.347513049512628
federation,76857,5940667,4.347630143246295
supreme,76853,5940667,4.34768218930707
tree,76778,5940667,4.348658554831712
ones,76760,5940667,4.34889302447548
laws,76702,5940667,4.3496489119624355
1918,76686,5940667,4.349857533237347
gain,76682,5940667,4.349909695357227
fund,76666,5940667,4.3501183710498745
attacks,76661,5940667,4.3501835911350755
participate,76657,5940667,4.3502357702660435
1933,76500,5940667,4.352285954782489
architecture,76459,5940667,4.352822046166218
rank,76406,5940667,4.353515468494726
massachusetts,76376,5940667,4.353908184919248
campus,76366,5940667,4.3540391246740535
text,76347,5940667,4.354287957453162
writers,76302,5940667,4.354877545348314
compete,76242,5940667,4.355664203664527
institution,76205,5940667,4.356149618277167
jersey,76188,5940667,4.356372725638666
concert,76133,5940667,4.357094884794531
iron,76131,5940667,4.357121154956882
yellow,75998,5940667,4.358869671464388
senate,75996,5940667,4.358895988292685
scoring,75963,5940667,4.359330315980006
streets,75938,5940667,4.3596594777396485
super,75922,5940667,4.359870198140797
spot,75861,5940667,4.360673977263414
save,75850,5940667,4.360818989820438
44,75842,5940667,4.360924466707913
atlantic,75822,5940667,4.361188207610381
calls,75816,5940667,4.361267343447086
showing,75794,5940667,4.361557561772452
maintain,75772,5940667,4.361847864348947
ohio,75717,5940667,4.362573989710083
chris,75709,5940667,4.362679651881804
copies,75701,5940667,4.362785325219198
application,75634,5940667,4.363670778080433
mm,75622,5940667,4.3638294494723135
documentary,75606,5940667,4.3640410504993685
escape,75537,5940667,4.36495409317807
afterwards,75465,5940667,4.365907723003588
earliest,75445,5940667,4.3661727816493645
sets,75432,5940667,4.366345107451603
inhabitants,75379,5940667,4.367047973982319
seems,75369,5940667,4.367180645726086
standards,75368,5940667,4.367193913868612
chance,75341,5940667,4.367552220277505
funds,75238,5940667,4.368920273140976
historian,75223,5940667,4.369119660358257
trust,75207,5940667,4.369332383884951
entrance,75198,5940667,4.369452060757539
garden,75181,5940667,4.369678156157461
economy,75143,5940667,4.3701837307937055
controlled,75111,5940667,4.37060967619927
18th,75079,5940667,4.371035803111637
attacked,74971,5940667,4.372475323520167
publishing,74909,5940667,4.373302652096847
herself,74896,5940667,4.373476211057264
replace,74889,5940667,4.373569678360467
1930s,74844,5940667,4.374170748282993
4th,74835,5940667,4.374291005633869
p.,74821,5940667,4.3744781013739775
credited,74687,5940667,4.376270648072228
beat,74622,5940667,4.37714132571532
sunday,74605,5940667,4.377369166522594
daniel,74598,5940667,4.3774629984161235
extremely,74564,5940667,4.37791887860798
starts,74508,5940667,4.378670193444223
guard,74453,5940667,4.379408641796467
agricultural,74452,5940667,4.379422073178892
views,74408,5940667,4.380013232674814
engineer,74393,5940667,4.380214844223806
300,74341,5940667,4.3809140791279795
1932,74279,5940667,4.381748421795139
1924,74208,5940667,4.382704734541858
surname,74193,5940667,4.382906889514548
display,74174,5940667,4.383163011160249
structures,74123,5940667,4.383850820111348
accompanied,74084,5940667,4.384377111054424
traffic,74072,5940667,4.384539102469233
francis,74068,5940667,4.38459310543941
price,74011,5940667,4.385362964809277
creek,74007,5940667,4.385417012290001
